A	12448	8	272	-72	-489	-8	77	87	33	-144	235	100765	Z
A	12368	8	264	-71	-188	-22	57	87	33	-144	235	100752	Z
A	12456	5	257	-72	179	-34	37	87	33	-144	235	100768	Z
A	12364	5	260	-73	298	-36	32	87	34	-143	235	100752	Z
A	12384	8	267	-69	198	-31	41	87	35	-143	235	100768	Z
A	12388	9	271	-67	58	-21	49	87	35	-143	235	100768	Z
A	12212	11	272	-69	8	-10	52	87	35	-143	235	100746	Z
A	12208	11	273	-69	41	-5	46	87	35	-143	235	100759	Z
A	12208	9	274	-71	84	-4	36	87	35	-143	235	100759	Z
A	12108	7	272	-70	193	-4	23	88	33	-145	235	100765	Z
A	12288	6	270	-72	309	-7	9	88	33	-145	235	100759	Z
A	12212	7	272	-72	345	-2	3	88	33	-145	235	100755	Z
A	12204	7	272	-74	311	7	0	88	33	-145	235	100759	Z
A	12120	7	273	-74	266	15	-2	88	33	-145	235	100762	Z
A	12288	6	271	-76	229	21	-3	87	31	-146	235	100765	Z
A	12292	6	268	-82	252	21	-6	86	29	-148	235	100752	Z
A	12288	6	266	-82	355	18	-12	86	29	-148	235	100752	Z
A	12368	5	267	-84	396	18	-18	86	29	-148	235	100759	Z
A	12376	5	267	-87	397	14	-17	86	29	-148	235	100759	Z
A	12380	6	266	-88	438	14	-21	86	29	-148	235	100765	Z
A	12388	5	261	-87	595	9	-28	85	24	-151	235	100752	Z
A	12292	4	264	-92	633	6	-25	85	24	-151	235	100752	Z
A	12288	4	266	-94	572	9	-21	85	24	-151	235	100759	Z
A	12288	6	267	-96	454	17	-14	85	24	-151	235	100755	Z
A	12372	6	269	-97	341	24	-10	85	24	-151	235	100762	Z
A	12376	6	269	-97	221	28	-3	86	17	-155	235	100762	Z
A	12292	6	270	-99	128	33	-3	86	17	-155	235	100765	Z
A	12292	5	266	-100	248	31	-10	86	17	-155	235	100755	Z
A	12544	4	259	-100	416	25	-17	86	17	-155	235	100765	Z
A	12532	5	259	-103	479	22	-12	86	17	-155	235	100759	Z
A	12544	4	262	-106	408	24	-4	85	14	-156	235	100759	Z
A	12444	5	265	-108	254	29	4	85	11	-157	235	100759	Z
A	12348	5	269	-110	110	33	10	85	11	-157	235	100759	Z
A	12440	4	271	-112	-4	37	11	85	11	-157	235	100759	Z
A	12280	3	272	-109	-59	36	7	85	11	-157	235	100746	Z
A	12268	4	266	-109	16	37	2	85	11	-157	235	100755	Z
A	12196	3	262	-109	142	29	-7	85	12	-157	235	100752	Z
A	12452	4	257	-111	220	24	-6	85	12	-157	235	100765	Z
A	12432	5	255	-111	331	18	-3	85	12	-157	235	100759	Z
A	12452	5	256	-113	388	17	0	85	12	-157	235	100765	Z
A	12372	4	262	-116	290	13	4	85	12	-157	235	100765	Z
A	12364	4	268	-116	118	22	9	85	6	-161	235	100768	Z
A	12288	5	271	-113	-54	29	12	85	6	-161	235	100759	Z
A	12288	6	272	-112	-178	33	13	85	6	-161	235	100759	Z
A	12436	3	267	-115	-115	32	5	85	6	-161	235	100755	Z
A	12372	3	264	-116	-69	28	0	85	6	-161	235	100762	Z
A	12204	4	260	-113	-104	29	6	85	7	-161	235	100768	Z
A	12368	5	260	-112	-212	30	16	83	8	-160	235	100759	Z
A	12424	4	263	-113	-325	34	24	83	8	-160	235	100762	Z
A	12436	4	266	-112	-408	38	31	83	8	-160	235	100762	Z
A	12440	4	266	-110	-372	35	29	83	8	-160	235	100771	Z
A	12424	3	262	-110	-266	33	22	83	8	-160	235	100765	Z
A	12456	5	259	-108	-238	31	22	84	12	-159	235	100759	Z
A	12516	5	258	-106	-238	29	28	84	12	-159	235	100759	Z
A	12536	4	259	-107	-249	28	33	84	12	-159	235	100759	Z
A	12540	4	258	-107	-215	28	38	84	12	-159	235	100755	Z
A	12528	4	258	-107	-165	21	39	84	12	-159	235	100762	Z
A	12532	4	257	-106	-65	13	38	85	13	-158	235	100746	Z
A	12376	4	261	-104	-37	6	41	86	15	-157	235	100752	Z
A	12284	4	261	-105	-4	1	40	86	15	-157	235	100740	Z
A	12200	4	259	-104	48	-2	38	86	15	-157	235	100762	Z
A	12292	5	260	-102	72	-3	41	86	15	-157	235	100752	Z
A	12292	6	262	-100	54	-2	49	86	15	-157	235	100762	Z
A	12288	6	263	-100	37	-1	51	85	13	-158	235	100749	Z
A	12296	5	262	-103	58	-2	56	85	13	-158	235	100752	Z
A	12296	5	263	-102	74	0	53	85	13	-158	235	100768	Z
A	12208	5	263	-101	121	0	52	85	13	-158	235	100752	Z
A	12376	5	261	-104	247	-5	47	85	13	-158	235	100759	Z
A	12452	5	261	-106	292	-7	45	84	11	-157	235	100759	Z
A	12440	6	263	-106	235	-6	49	84	11	-157	235	100759	Z
A	12436	6	261	-107	287	-5	49	84	11	-157	235	100759	Z
A	12436	6	258	-108	391	-8	45	84	11	-157	235	100749	Z
A	12456	6	260	-108	394	-6	48	84	11	-157	235	100752	Z
A	12444	7	265	-106	289	3	51	84	9	-159	235	100759	Z
A	12284	8	268	-108	215	11	54	85	8	-161	235	100749	Z
A	12364	9	265	-110	243	17	50	85	8	-161	235	100762	Z
A	12364	9	266	-111	249	22	42	85	8	-161	235	100765	Z
A	12340	7	268	-113	238	25	37	85	8	-161	235	100762	Z
A	12360	7	268	-116	227	23	33	85	8	-161	235	100762	Z
A	12348	6	264	-117	255	24	26	84	3	-162	235	100774	Z
A	12360	7	263	-117	243	27	26	84	3	-162	235	100762	Z
A	12348	8	263	-114	169	35	28	84	3	-162	235	100752	Z
A	12352	8	269	-117	56	42	31	84	3	-162	235	100759	Z
A	12200	9	267	-120	29	44	23	84	3	-162	235	100765	Z
A	12196	7	261	-122	159	36	14	83	2	-162	235	100759	Z
A	12348	7	257	-124	331	26	4	83	1	-163	235	100774	Z
A	12268	7	256	-126	378	24	4	83	1	-163	235	100765	Z
A	12276	8	256	-124	318	26	10	83	1	-163	235	100755	Z
A	12356	8	258	-123	225	32	15	83	1	-163	235	100759	Z
A	12360	8	259	-123	135	37	22	83	1	-163	235	100752	Z
A	12356	7	262	-126	30	41	25	84	-4	-167	235	100765	Z
A	12300	6	268	-128	-116	43	24	84	-4	-167	235	100762	Z
